iter	Logloss
335	0.3053608017
336	0.3051214537
337	0.3048696179
338	0.3046028543
339	0.3043138964
340	0.3039744532
341	0.3037281507
342	0.3033840709
343	0.3030570625
344	0.3027075631
345	0.3024037843
346	0.3020408303
347	0.3016785334
348	0.3014114421
349	0.3010946014
350	0.3007326317
351	0.3004029196
352	0.3001261954
353	0.2998211437
354	0.2995280536
355	0.2992031977
356	0.2988949012
357	0.2986524469
358	0.2983214131
359	0.2980150582
360	0.2977508008
361	0.2973503705
362	0.2970056582
363	0.2967519276
364	0.296436336
365	0.2961389314
366	0.2958151783
367	0.2954512491
368	0.2951121064
369	0.2948139446
370	0.2944588727
371	0.2940380923
372	0.2936453731
373	0.2933680415
374	0.292992692
375	0.2926664863
376	0.2923223409
377	0.2920175428
378	0.291730158
379	0.2914432061
380	0.2911386658
381	0.2907614258
382	0.2905058605
383	0.2902214406
384	0.2898901255
385	0.2896301064
386	0.28931615
387	0.2890192951
388	0.2887557478
389	0.2884641671
390	0.288155851
391	0.2878387334
392	0.2876012945
393	0.2872978565
394	0.2869741917
395	0.2866457891
396	0.2863680497
397	0.2860178757
398	0.2856662804
399	0.285333002
400	0.2850496044
401	0.2847409181
402	0.2844261614
403	0.2840792412
404	0.2838217744
405	0.2835623729
406	0.2832237879
407	0.2829275333
408	0.282557765
409	0.2822312117
410	0.2819791374
411	0.281674642
412	0.2813592502
413	0.2811539061
414	0.2808830104
415	0.2806007046
416	0.2802861229
417	0.2800270435
418	0.279738864
419	0.2793855608
420	0.2791106422
421	0.2788006536
422	0.2784959275
423	0.2782666306
424	0.2779343367
425	0.2770534219
426	0.2767196547
427	0.2764210453
428	0.2761162881
429	0.2757916582
430	0.2751729791
431	0.2748559315
432	0.2745545509
433	0.2742814778
434	0.2740035187
435	0.273707764
436	0.2734421295
437	0.2731700596
438	0.2729696882
439	0.2727216964
440	0.2724477411
441	0.2721909554
442	0.2718537048
443	0.2712750616
444	0.2709618691
445	0.2706682547
446	0.2703663775
447	0.2701103636
448	0.2698286742
449	0.2695436944
450	0.2692115572
451	0.2688783425
452	0.2685460273
453	0.2682711265
454	0.2680201083
455	0.2676648358
456	0.2673750062
457	0.2670641452
458	0.2667866955
459	0.2664556597
460	0.2661884241
461	0.2659924532
462	0.2657804506
463	0.2655248571
464	0.2652295249
465	0.264932456
466	0.2647272807
467	0.264388617
468	0.2641024099
469	0.2638196526
470	0.2635597213
471	0.2632776941
472	0.2630504786
473	0.2627228646
474	0.2624455859
475	0.2622028384
476	0.2619418215
477	0.2616540712
478	0.2614350737
479	0.2611570201
480	0.2608895852
481	0.2606270993
482	0.2603812735
483	0.2601317451
484	0.2599347441
485	0.2597086463
486	0.2595039317
487	0.2592141143
488	0.2590019117
489	0.2587090171
490	0.2584557126
491	0.2582083112
492	0.2579394561
493	0.2577117258
494	0.2574642372
495	0.2571681921
496	0.2568750367
497	0.256619297
498	0.2563986989
499	0.2561513169
500	0.255902019
501	0.2556198839
502	0.2553512636
503	0.2551311197
504	0.2548271971
505	0.2545740449
506	0.2543911866
507	0.2541424739
508	0.2539341953
509	0.2537261457
510	0.2533988943
511	0.2531474311
512	0.2528931128
513	0.2526054251
514	0.2523359181
515	0.25213712
516	0.2519092837
517	0.251641289
518	0.2514581498
519	0.2512187426
520	0.251019894
521	0.2507765123
522	0.2505105132
523	0.2502359087
524	0.2499854916
525	0.2496940495
526	0.2494578402
527	0.2491980974
528	0.2489372989
529	0.2487319493
530	0.248494025
531	0.2483250298
532	0.2480611698
533	0.2477604179
534	0.2475131845
535	0.2472894571
536	0.2470437586
537	0.2467534185
538	0.2464467937
539	0.2461762863
540	0.245906335
541	0.2457018636
542	0.2454603536
543	0.2451556664
544	0.2449047694
545	0.2447128234
546	0.2444670553
547	0.2442202918
548	0.2439556552
549	0.2437124925
550	0.2434778326
551	0.2432008077
552	0.2428558848
553	0.2426241638
554	0.2424374555
555	0.24213871
556	0.2419148593
557	0.2416254885
558	0.2414161213
559	0.2412083609
560	0.2409562115
561	0.2407194535
562	0.2405375905
563	0.2403130561
564	0.2400163977
565	0.2397939215
566	0.2395674587
567	0.2393298772
568	0.2391158073
569	0.2388952428
570	0.2387035775
571	0.2384579493
572	0.23813866
573	0.2379371817
574	0.2377217809
575	0.2374590085
576	0.2371868968
577	0.2369957197
578	0.2367783867
579	0.2366294481
580	0.2364250817
581	0.2361486406
582	0.2359997526
583	0.2357393407
584	0.2355204549
585	0.2353204749
586	0.2351789471
587	0.2349272054
588	0.2346922328
589	0.2344224536
590	0.234179524
591	0.2339556863
592	0.233706814
593	0.2334535415
594	0.2332488528
595	0.2330132746
596	0.2327568155
597	0.2325555367
598	0.2322794429
599	0.2321096279
600	0.2318299376
601	0.231584712
602	0.2313325649
603	0.2311241005
604	0.2308965941
605	0.230670589
606	0.2304484479
607	0.2302225002
608	0.2300252013
609	0.2298440013
610	0.229566622
611	0.229385484
612	0.2291432653
613	0.2288500471
614	0.228652909
615	0.2283893817
616	0.2281471832
617	0.2279564477
618	0.2277367228
619	0.227474555
620	0.2272092832
621	0.2270296884
622	0.2268081206
623	0.226617775
624	0.2263646125
625	0.226154049
626	0.2258901198
627	0.2256899715
628	0.2254703872
629	0.2252641642
630	0.2250493568
631	0.2248172366
632	0.224576228
633	0.2243436318
634	0.2241366177
635	0.2238993166
636	0.223682827
637	0.2235196995
638	0.2233131522
639	0.2231028178
640	0.2229082607
641	0.2226805927
642	0.2224488128
643	0.2221977644
644	0.2219610291
645	0.2217495798
646	0.2215134523
647	0.2212642023
648	0.2210292736
649	0.2207988487
650	0.2205506455
651	0.2203287088
652	0.2201051093
653	0.2199226979
654	0.2197257978
655	0.2195419498
656	0.2193388022
657	0.2191400686
658	0.2189370979
659	0.2186827666
660	0.2184596489
661	0.2182622611
662	0.2180699652
663	0.2178419232
664	0.217671294
665	0.2175127989
666	0.217353921
667	0.2171013145
668	0.2168902983
669	0.2166897567
670	0.216486459
671	0.2162676176
672	0.2160581924
673	0.2158034118
674	0.2156080646
675	0.2153893027
676	0.2151959501
677	0.2149752411
678	0.2147605512
679	0.2145848905
680	0.2143707776
681	0.2141533786
682	0.2139143269
683	0.2137017787
684	0.2134931106
685	0.2133464404
686	0.2131336687
687	0.2128938379
688	0.2126875383
689	0.2124905204
690	0.2122499362
691	0.2119827336
692	0.2117535547
693	0.2115629971
694	0.2113628893
695	0.2110795209
696	0.2107882091
697	0.2105895225
698	0.2104623139
699	0.2102611893
700	0.2100820621
701	0.2099470449
702	0.2097179213
703	0.2094533863
704	0.209223058
705	0.2090104089
706	0.2087833569
707	0.208647811
708	0.2084505601
709	0.2082916267
710	0.2080806721
711	0.2078888865
712	0.20769975
713	0.2074608569
714	0.2072784371
715	0.2070320116
716	0.206802203
717	0.2065844258
718	0.2064391537
719	0.2062469893
720	0.2060531719
721	0.2058427559
722	0.2055865705
723	0.2053699532
724	0.2051433809
725	0.2049685765
726	0.2047670856
727	0.2045872681
728	0.2043339661
729	0.204163406
730	0.2040022798
731	0.2038435092
732	0.203653895
733	0.2034531371
734	0.2032561312
735	0.2030552927
736	0.2029082289
737	0.2027095011
738	0.20248365
739	0.2022477025
740	0.2020456286
741	0.2018908688
742	0.2016866793
743	0.2015390701
744	0.2013836337
745	0.2011839656
746	0.2009173331
747	0.2007413739
748	0.2006062143
749	0.2004441995
750	0.2002137823
751	0.2000653421
752	0.199833045
753	0.1996623614
754	0.1994752405
755	0.199263894
756	0.1990891547
757	0.1989169662
758	0.1986850799
759	0.1984832683
760	0.1982813173
761	0.1981024174
762	0.197927324
763	0.1977278845
764	0.1975240405
765	0.197329284
766	0.1971347252
767	0.1969561012
768	0.1967581473
769	0.1966086509
770	0.1964285895
771	0.1961795626
772	0.1960235919
773	0.1958957455
774	0.1956607187
775	0.1954681023
776	0.1953141242
777	0.1951586101
778	0.1949834311
779	0.1948448717
780	0.1946752021
781	0.1945141802
782	0.1942783896
783	0.1940963021
784	0.1939166522
785	0.1937393231
786	0.1935694865
787	0.1934008474
788	0.1931892422
789	0.1930495791
790	0.1928487595
791	0.1927047196
792	0.1925323344
793	0.1923824836
794	0.192216538
795	0.1920333579
796	0.1918598502
797	0.191658351
798	0.1914039128
799	0.191226456
800	0.1910434216
801	0.190866656
802	0.1907115871
803	0.1905533431
804	0.190388339
805	0.1902358115
806	0.1900648874
807	0.189920207
808	0.189749526
809	0.1895755036
810	0.1894012109
811	0.1891884736
812	0.1890351206
813	0.1889109642
814	0.1887528432
815	0.1885450246
816	0.1883939924
817	0.1882063141
818	0.1880536707
819	0.1878974607
820	0.1877250337
821	0.187537671
822	0.187329331
823	0.1871085701
824	0.1869462423
825	0.1867041622
826	0.1865193074
827	0.1863467702
828	0.1861840831
829	0.1860472112
830	0.1858319977
831	0.1856587381
832	0.1855183287
833	0.1853652259
834	0.185220403
835	0.185016841
836	0.1848876132
837	0.184705652
838	0.1845827044
839	0.1843819099
840	0.1842009771
841	0.1840358707
842	0.1838471162
843	0.1837244702
844	0.1832496128
845	0.1830481021
846	0.182892382
847	0.1827275058
848	0.1825663615
849	0.1823833636
850	0.1822002621
851	0.1820461992
852	0.1818643524
853	0.1816537961
854	0.1815066783
855	0.1813664435
856	0.1811748675
857	0.1810364117
858	0.18083181
859	0.1806347401
860	0.1804586883
861	0.1802831026
862	0.1800840369
863	0.1799503453
864	0.1797714721
865	0.1796205009
866	0.1794061605
867	0.179213545
868	0.1790600498
869	0.1788652581
870	0.1786636101
871	0.1785159596
872	0.1783276228
873	0.17821719
874	0.1780718048
875	0.1779029797
876	0.1777268415
877	0.1775939201
878	0.1774319597
879	0.1772481119
880	0.1770887565
881	0.176904636
882	0.1767662714
883	0.1766072919
884	0.1764404837
885	0.1762492383
886	0.1760728724
887	0.1758790545
888	0.1756942115
889	0.1755651565
890	0.1754329131
891	0.1753092298
892	0.1751308155
893	0.1749405512
894	0.1747598218
895	0.1746437914
896	0.1744751669
897	0.1743230558
898	0.1742222848
899	0.1740504814
900	0.173865794
901	0.1736897354
902	0.1735804876
903	0.1734073062
904	0.1732709789
905	0.1731435742
906	0.1729920805
907	0.1728327244
908	0.1726797369
909	0.1724846514
910	0.172362756
911	0.1721796592
912	0.1720256777
913	0.1718624236
914	0.1717081511
915	0.1715829862
916	0.1714256929
917	0.1711796012
918	0.1710399199
919	0.1708511447
920	0.1707046363
921	0.1705169376
922	0.1703594632
923	0.1701921718
924	0.1700240042
925	0.169899001
926	0.1697530525
927	0.1696279656
928	0.1694835307
929	0.1692904089
930	0.1691418148
931	0.1690119696
932	0.1688630512
933	0.1687065964
934	0.168575029
935	0.1683878205
936	0.168206431
937	0.1680751379
938	0.1679475434
939	0.1677775394
940	0.1676112979
941	0.1674684944
942	0.1673152347
943	0.1671816219
944	0.1670557146
945	0.1668988375
946	0.1667571132
947	0.1666510574
948	0.1665042174
949	0.1663184101
950	0.166176082
951	0.1660697495
952	0.1659246177
953	0.1657791625
954	0.1656499492
955	0.1655199675
956	0.1653816044
957	0.165256371
958	0.1650670035
959	0.1649411477
960	0.1647564305
961	0.1645869797
962	0.1644393168
963	0.1642448603
964	0.1641295658
965	0.1639540099
966	0.1637934816
967	0.1636401512
968	0.1635455239
969	0.1633919352
970	0.1632255055
971	0.163038331
972	0.1628732443
973	0.1626881792
974	0.1625283066
975	0.1623807074
976	0.1622296607
977	0.1620786442
978	0.1619109486
979	0.1617273632
980	0.1615503939
981	0.1614353343
982	0.1612508521
983	0.16110457
984	0.1609524743
985	0.1607908921
986	0.1606358962
987	0.1605196831
988	0.1603829309
989	0.1602312891
990	0.1600731293
991	0.1599299008
992	0.1598063945
993	0.1596934015
994	0.1595158544
995	0.1593557326
996	0.1592149102
997	0.1591224662
998	0.15898108
999	0.1588248139
